#,glass,cardboard,type5,crisps,batteries,cartons,type4,envelopes,aerosols,wipes,plasticbottle,toothpaste,cleaningbottles,petfood,tins,Score,Start Date (UTC),,Submit Date (UTC),Network ID
ss6m4tfp3w33j3d3662ss6m4h0t3bost,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 16:38:57,2020-07-22 16:40:36,f54c4f7721,
fnpd6vbvpzz1hixnhkm7fnpd61fmd4c3,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 16:36:40,2020-07-22 16:38:27,953df2cfe9,
3odsbm6yz7vfz2y213odsbahxlsldknj,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,2,1,13,2020-07-22 16:33:39,2020-07-22 16:36:32,e475e1c40f,
ydzo69g73k95f3zwv2fq2ydzok96hnn6,1,1,2,2,Battery bank,2,2,2,2,1,1,2,2,2,1,7,2020-07-22 16:34:08,2020-07-22 16:36:28,ca8c6e7bac,
tpjt6vhdxv9e9bwtpjt6tecyvp5lzqjn,Bottle bank,1,2,2,Battery bank,2,1,1,2,2,1,1,1,2,1,11,2020-07-22 16:34:20,2020-07-22 16:36:26,6ae9e3b70a,
m2oizlwq9sdsb5765lf5m2oizlljd8l3,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,2,1,2,1,13,2020-07-22 16:33:57,2020-07-22 16:36:24,9d7a7bd9ea,
v2813dx15j9p6ulsj25v281s7jn0habq,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 16:33:20,2020-07-22 16:35:38,d8f64c57ad,
zi004tyx1fy4fg58nzi004b8xao92rbd,1,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,2,12,2020-07-22 16:33:23,2020-07-22 16:35:30,468a5f8554,
ggyi8fzaf0aeevepggyi8fzt30qbckhb,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:31:20,2020-07-22 16:35:11,77ac130310,
rsilc4a982r5amzb9rsilc4wy9mc8wg8,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 16:04:34,2020-07-22 16:33:32,db64b18ced,
q8jibvcp0p328svgfaq8jdp263rbluih,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 16:30:38,2020-07-22 16:32:15,9ea4d1c45e,
v90yc80n61p4appv90ynupeeb1w31i91,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 16:28:48,2020-07-22 16:31:21,43f6456c0a,
ldphjpfbz6zt865uz83ldphjpumrufge,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 16:29:26,2020-07-22 16:31:13,195e7653ff,
3hh65i76p6frg33zyqfz13hh65gd5e02,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:27:32,2020-07-22 16:29:12,b16263dd51,
t7pflqo961l21o9airrbt7pflqoogi4c,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 16:27:17,2020-07-22 16:29:03,342b4a1789,
bdyuunxnc42bdyzpelnwl17hbddzpelx,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:25:21,2020-07-22 16:27:06,ece04cc773,
k05wlvgsnn7triaeg198d3fk05wlvjul,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 16:24:39,2020-07-22 16:26:52,6929ea0b93,
1ex2t6mm43sg9v7cpgf41ex21vln41ve,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:24:11,2020-07-22 16:26:50,78d381a2be,
0c9gssyx8wj6q4wp0c9rxet9kxtm7vbk,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,,1,1,2,1,12,2020-07-22 16:23:14,2020-07-22 16:25:28,0f943357d4,
69plgdwsryza90fyfgv69pl58epr4qfn,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 16:21:12,2020-07-22 16:23:35,a211fb349f,
p28s7s8a6kugwfu5hp28s7s8ugy0do21,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 16:18:16,2020-07-22 16:19:57,81c15542c5,
0984pxazwc8wsw0y6e0984pxmaoyo1f3,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 16:18:02,2020-07-22 16:19:32,f3fbd73871,
sgtg39nwev0zytfdsgtg3un7oqow2l30,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:17:48,2020-07-22 16:19:30,c06762d899,
7m8ff8szpq87q82bh4z47m8ffg3eva98,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:17:18,2020-07-22 16:19:18,c4880f3b6a,
njvr18jzzqnyq3smirnjvr188uit1dc0,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 16:16:05,2020-07-22 16:18:16,650b3477cb,
jlwmktkk86hmmhnhygh8ljlwmktkk17a,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 16:15:57,2020-07-22 16:17:32,4c64f2049b,
avgroe1sy62i5l69mh03davgroef9i1j,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 16:15:35,2020-07-22 16:17:29,e5ba183af7,
4ccml0n2dzpf1984ccmnq2t23q229znk,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 16:12:45,2020-07-22 16:14:56,4d3c10ccb4,
861mcnx56h6yoz0861addsysmze4qe27,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:12:32,2020-07-22 16:14:28,aaf7b92bc0,
bh3spdxeocdugomubh3shaz6yn6qyizp,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 16:11:52,2020-07-22 16:13:23,4b4334f7fc,
80szsq7tkk8fpyjp80szzz1soza8jnjt,Bottle bank,1,2,2,Battery bank,1,1,1,2,2,1,1,1,1,1,11,2020-07-22 16:09:41,2020-07-22 16:11:22,10bba980ad,
slm4q093ckjy2urebweslm4q1q0ywl8f,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,2,2,1,13,2020-07-22 16:08:42,2020-07-22 16:11:06,ee5c2c6265,
wf9dtf3cyvc3a0wf94sjiis2k16arxv4,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:09:21,2020-07-22 16:10:29,b3fc046c13,
b4f94iiwsaew69g7qb4f6thdddyo8rjy,Bottle bank,1,2,2,Battery bank,1,2,1,2,2,1,2,1,1,1,11,2020-07-22 16:07:58,2020-07-22 16:09:55,dab910838c,
16hfx163m26uu6mfn1of16hfx16cj3ox,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 16:07:07,2020-07-22 16:09:14,526e6f210d,
bsyw6fohzutuidm13p9jbsyw6yfaza3a,Bottle bank,1,2,1,Battery bank,2,1,1,2,2,1,2,2,2,2,9,2020-07-22 16:06:33,2020-07-22 16:08:31,41077b0f7d,
3k8w51zncjva843k8w5i6yvulbrv4ezh,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:05:54,2020-07-22 16:08:16,ca19bb58f0,
fssdjbw9f0oasafxfssdrq9u935t4kms,Bottle bank,1,2,2,Battery bank,1,1,1,2,1,2,1,1,1,1,9,2020-07-22 16:04:53,2020-07-22 16:07:24,4fb7847d40,
n5juor7icxxpoe4n5jum4zuhr5l4gmh1,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 16:05:07,2020-07-22 16:07:20,6dafc29cfb,
0ksjycvsosrcg8fipc0ksjvb1acivv0w,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:05:56,2020-07-22 16:07:10,1ad98a04ad,
mqegehy1sb09n7eilx3cmqegeehponio,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:02:57,2020-07-22 16:06:01,72ac122118,
ponhv51gjfglwbbpiwponh7prmjb960u,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:04:11,2020-07-22 16:05:39,1f561f2eed,
0b4sigdenrxtw0b4sixwjft09827amno,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,2,2,1,12,2020-07-22 16:03:25,2020-07-22 16:05:21,c338ceeb85,
a74fj09z1hj04ww8a74ff113w6t3u0g7,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:03:12,2020-07-22 16:04:51,3c20d6d6fa,
k6jdnhxzj6ufqj6pk6k4k8pd5145lk5o,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:03:09,2020-07-22 16:04:41,5057167d97,
dmgmcet2nq72vcvmlumkspladmgmcet2,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 16:02:09,2020-07-22 16:04:22,123f38eb12,
j7ynylc8r020ghkiyyuj7ynykk947zkw,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,2,2,1,13,2020-07-22 16:02:22,2020-07-22 16:04:15,f4061e8d1a,
bu2mz3rtb4k6qvg5645bu2mk7k4y6bvt,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 16:01:01,2020-07-22 16:02:43,b70197c32e,
ykpzf3ogyfbuz8wdnykpzf3zcbkmj0n9,Bottle bank,1,1,2,Battery bank,1,2,1,2,1,1,2,1,2,1,12,2020-07-22 15:59:52,2020-07-22 16:01:52,60627ddf0c,
1c010h5univqcxkwhj1c01vyf3z1bdx5,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:00:20,2020-07-22 16:01:30,0e0437e77e,
7pn2ae5s91clv0w7pn2wga1iw6lhj5z1,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,1,2,1,13,2020-07-22 15:58:20,2020-07-22 16:00:15,457df7ac76,
jlg8z7ka01mw5jji4lwjlg8z7gvjtulz,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 15:56:47,2020-07-22 15:59:25,a05f459421,
xmzzqdulq4xlyvbc0tsxmzzqd3rxmebr,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:56:43,2020-07-22 15:58:49,f155afcfe9,
zfujubl2gh99wsruzfu34f3dra2prfyp,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:56:57,2020-07-22 15:58:22,07f860194a,
i58s99hy52d8zs010ai58zcepo6fokfu,Bottle bank,2,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,12,2020-07-22 15:53:57,2020-07-22 15:58:03,b872e44eb2,
uyap3nwblpqdo427z7saokuyap3nwb7l,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,1,1,12,2020-07-22 15:55:31,2020-07-22 15:57:48,160e77c6e9,
xlzy1eq058tiz33wlxlzy1ei2g5c24nt,Bottle bank,1,2,1,Battery bank,1,2,1,1,2,1,1,1,2,1,11,2020-07-22 15:51:51,2020-07-22 15:56:26,f155afcfe9,
mval3kj4ai1chnqltymval3kqbr9jqsp,1,1,2,2,Battery bank,1,1,2,1,2,1,1,1,2,1,11,2020-07-22 15:52:07,2020-07-22 15:53:39,0e0437e77e,
fk5rlnhu6vd3fk5g9n1vovpdusof2rji,Bottle bank,1,1,1,,1,1,1,2,2,1,2,1,2,1,12,2020-07-22 15:51:31,2020-07-22 15:53:33,4f90e069c7,
gz2uciqfcj6wg7phy1gz2uci67etag1w,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 15:41:06,2020-07-22 15:52:09,0cceb7a67c,
umf5mnhrd1b0xe74cxl1umf5mnhy7esb,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 15:49:55,2020-07-22 15:51:24,52534a4426,
75qc15khh5pjlvttezm75qczfodf6y2z,Bottle bank,1,1,1,Battery bank,1,2,1,1,1,1,,1,2,1,11,2020-07-22 15:48:34,2020-07-22 15:50:58,4f41452726,
3wk2xsyu2tnn9hqkz3wk2x6rcul4s8zp,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:48:06,2020-07-22 15:50:23,799d86c182,
13ctr8yldasuwke213case20tgrabqzc,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:46:57,2020-07-22 15:50:14,fe10c13a28,
zxlgrbbukdw5gyz4z3rtk2zxlgrb2qw7,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 15:47:33,2020-07-22 15:49:11,630b2cb88a,
l2lu490fmssl2l6s41avx0pp1f6s41a2,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 15:46:50,2020-07-22 15:48:54,2b2582aa5d,
r9e18tf1uryypwj4zr9e18z1swgi3zy8,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:45:47,2020-07-22 15:47:58,123f38eb12,
3h8vytte35ururtc3h8vyk0ou2wotltj,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 15:45:06,2020-07-22 15:47:47,409939d7a1,
6zd3j6m9z9jvu6zd3jcmzah88dslnla5,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 15:45:03,2020-07-22 15:46:56,b8f1d7234b,
ht4olxgnfnhvih8ht4o35quuqwuq1a0x,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 15:45:10,2020-07-22 15:46:43,bd2a932e2e,
uzsh7kk0h645sxl0b8uzswfj74tqmf6r,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,2,2,12,2020-07-22 15:44:38,2020-07-22 15:46:38,a9a7d6f48a,
nbb3ydtyt0np8rnbb3yaitj5jy5u8vmo,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 15:44:31,2020-07-22 15:46:33,069178ad38,
b6hlytg0gar9l3jb6h0a99yn71zmlepi,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:44:22,2020-07-22 15:46:13,c153ae9239,
16ghf2bodlopd5f6puce16ghfyxwkmdc,Bottle bank,1,2,2,Battery bank,1,1,1,2,2,1,1,1,2,1,12,2020-07-22 15:44:09,2020-07-22 15:46:11,d792e85efc,
g6oovhdjbmjz6d0d3kjg6oo6p5ophvge,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:43:17,2020-07-22 15:45:44,e99f195d84,
v05oxkexibps7gpxqtrv3zv05oxerim1,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:42:40,2020-07-22 15:45:05,66484f3799,
nm6ugbq9zdu0610qavawnm6uzicfa82n,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 15:43:24,2020-07-22 15:44:33,11ca6da539,
xt3fp5yc0qwypxt3f7jb49eu9c6oqmt8,Bottle bank,1,1,1,Battery bank,1,2,1,2,2,1,1,1,2,1,11,2020-07-22 15:42:48,2020-07-22 15:44:31,263938ca71,
4p231h5jgep0nkzwe74p2008cshb53cc,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:42:36,2020-07-22 15:44:09,8f2cf034a5,
cu1qce8pcdr1fmue5akcjcu1qc1lq27n,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 15:40:38,2020-07-22 15:42:22,4f596b8606,
axhsbvbz8ezlws0jnk7axhsbvbjmis5r,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:40:33,2020-07-22 15:42:21,4061b52eed,
uepcg5nnls07hiv1ypkcao2uepcg5wrv,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:39:08,2020-07-22 15:41:40,459c7e2f16,
lcbqy37v8ewh001vtflcbqyie7osn3e7,Bottle bank,1,2,1,Battery bank,1,2,1,2,1,1,2,2,1,1,8,2020-07-22 15:38:04,2020-07-22 15:40:09,cb4a757ab6,
ot1pw1c87afsqhbot1pupr4tbhr4n4y6,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:32:10,2020-07-22 15:38:16,c77c9279cc,
btjlfr70l6ggs5c6fbtjlfr3hlei0rvn,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 15:35:14,2020-07-22 15:37:07,755a28ea69,
jfu0gq5nunzrx7s422y6ibeyjfu0gq5n,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,2,1,2,1,13,2020-07-22 15:34:13,2020-07-22 15:36:21,2cf4ed4126,
9x6u78puc83t6ccq4y9x6u760ap7dtfo,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:33:23,2020-07-22 15:35:14,e73e7e1f26,
cp65dbhxazjuygvg2icp65dbh32i969v,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,2,1,13,2020-07-22 15:33:02,2020-07-22 15:35:10,8661a970d3,
1fei5bdxs72d0igch2nhm1fei5badf54,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:32:55,2020-07-22 15:34:36,a0b130ccfd,
ftqeoao2oh9ja45n30ftqeoao21pw273,Bottle bank,1,1,,Battery bank,2,1,1,2,2,1,2,1,2,1,12,2020-07-22 15:32:25,2020-07-22 15:34:22,8a51d14d5f,
ec7j5flgunkvmod27z503cec7j5x80ca,Bottle bank,1,,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 15:31:50,2020-07-22 15:34:15,054960f17c,
0tyhczojnis3urbv0tyhcz4yahvt0j6r,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:32:28,2020-07-22 15:34:12,58baa5b0e9,
0nl9gp27gu0s190nl9gw9tuvfysi7szn,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 15:32:38,2020-07-22 15:34:09,eacf6d821b,
0n7y4zhi68s1je0n7yva4p2lr4ssnx5m,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 15:30:39,2020-07-22 15:33:30,a28e598ba0,
csebgqeizp6qa0vigcsey9yxq2a7pbpj,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:31:14,2020-07-22 15:33:13,0b3312b7cd,
j3734kt5ocmkiq48wf8p5hj3734kt65u,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:30:34,2020-07-22 15:32:48,88fdb12862,
mu7ne9shx8led24hqmu5ibp1egtj9vdc,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:28:52,2020-07-22 15:32:03,e4babba381,
c4qockpy733ahtc3zkc4qoc3vzhu0q0x,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:29:07,2020-07-22 15:31:37,c77c9279cc,
vxy17tv8sk9xnqcvxy1duzxx4clkgp63,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:28:32,2020-07-22 15:30:44,3b0fcd2319,
779pecwwwv10zzlc8779pe0po5mi5hyh,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:28:41,2020-07-22 15:30:18,abf467fb46,
c5nrtajh2in9nijz8c5nrtah8mu160gs,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,2,1,13,2020-07-22 15:27:06,2020-07-22 15:29:40,84b4349aaf,
a1khgsq3i28mnb7oldba1khdlmmrh27f,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,2,1,1,1,12,2020-07-22 15:26:45,2020-07-22 15:28:39,3541b77e23,
sx6lc36wgol7ausx6hfp8bu9jue2aik0,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:26:23,2020-07-22 15:28:18,8d244c44de,
b6m4n1z2abj1nmatb6m4nh9n8xvdnvd8,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:25:38,2020-07-22 15:27:44,4073da4bd7,
a52ri4u2ndazuicrza52r7nxh1ayy67l,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:25:11,2020-07-22 15:26:52,892613a255,
ykracjxsaqxg8do3p9pykracd5o3zjso,Bottle bank,1,2,2,Battery bank,2,2,1,1,2,1,2,1,2,1,12,2020-07-22 15:23:31,2020-07-22 15:25:26,f0497d2def,
ywrl74o3rp34d4ijiiuywrl78h8h5aj5,Bottle bank,2,1,1,Battery bank,1,1,1,1,1,1,1,1,1,1,10,2020-07-22 15:20:26,2020-07-22 15:25:15,d74ff2e7d3,
mxgeyhkhxnl19y641mxgeygjh52rr66s,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:19:58,2020-07-22 15:24:29,8b446e31f7,
ef76tt9ay5jec4z7ef76ttyn13fhs269,Bottle bank,1,1,2,Battery bank,1,1,1,1,1,1,1,1,1,1,12,2020-07-22 15:21:06,2020-07-22 15:24:03,9f88ff330c,
pxmtdl3jz33g9qerpxmtdeujhhrfngqc,Bottle bank,1,1,1,Battery bank,1,2,1,2,2,1,2,1,1,1,11,2020-07-22 15:20:05,2020-07-22 15:23:23,41aebf17b9,
6dxvvpyhp696nlvd7fnq816dxvvpjvq6,Bottle bank,1,1,1,Battery bank,1,1,2,1,2,1,1,1,1,1,11,2020-07-22 15:21:48,2020-07-22 15:23:14,c78da6e78f,
qxfre229o8ua3c9mqxfz3nw3sic9he7k,Bottle bank,1,1,2,Battery bank,2,1,2,2,2,1,2,2,2,2,10,2020-07-22 15:20:06,2020-07-22 15:23:02,0571d24494,
3mtt69usyltzod3mtt1jcvjexqioq9fk,Bottle bank,1,2,1,Battery bank,1,1,1,1,2,1,2,1,2,1,13,2020-07-22 15:20:53,2020-07-22 15:22:55,f247f37741,
6igxbotow76n6zrr26igzmn4zf84pzzm,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:17:56,2020-07-22 15:19:35,2ed834cd6b,
ym8httomjh86uf4inmvemym8ht49ws1e,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,2,2,1,12,2020-07-22 15:17:31,2020-07-22 15:19:00,a6ea402d21,
t5o3fsix9wn9ygvw0fq7it5o3fsixs2e,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 15:15:28,2020-07-22 15:18:13,9f53e18364,
jsnbpob9ji82ijsnbplvrtjimh9lsvbd,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 15:15:32,2020-07-22 15:17:05,b07bc2642b,
7muds2eta2dazekgq17mudsvar7vkvf2,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:15:26,2020-07-22 15:16:53,38411ad4b0,
smr58l4u4ud1aqyjne6c494smr58l4u7,Bottle bank,1,1,2,Battery bank,2,1,1,2,2,1,1,1,2,1,12,2020-07-22 15:14:32,2020-07-22 15:16:43,0858b08bdd,
rod2ixbei6t8yfqxfnrod4v05g6597um,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:13:52,2020-07-22 15:16:37,ea5b9cc73d,
vixbsaqat0vroqmvixb5nzpnhmaae01g,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 15:13:29,2020-07-22 15:15:29,4b5fe3293f,
6rt2kpyxo708e9ivxp6rt2k3cvfpmoni,Bottle bank,1,2,1,Battery bank,2,2,1,1,2,1,2,1,1,1,10,2020-07-22 15:12:32,2020-07-22 15:14:21,138e67a3df,
du88yhnsfurgcdu8foqtq4p151fsn5bd,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 15:11:30,2020-07-22 15:14:04,3d2e62e202,
s9lwnu45vswkdtoeys9lwnbt2l1rs11a,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 15:11:30,2020-07-22 15:13:26,2ed834cd6b,
8oiertow11gju60nidtncrc8oiereckm,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:10:37,2020-07-22 15:13:20,4af40fe39e,
klgcjjkn22ffudoklgcjus0pvkr3oprv,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:12:03,2020-07-22 15:13:18,2f8afb57cc,
tkbyq1otdhj7ogy98cywtkby8b6nmymw,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 15:11:13,2020-07-22 15:12:51,af416c32df,
nmq0ot5ljly492gsodnmq0o260b4822m,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,1,1,2,1,12,2020-07-22 15:10:24,2020-07-22 15:12:29,e716780860,
qe0wybvfr26ezgr31qe0wy4u3k4ib25c,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 15:08:58,2020-07-22 15:11:42,d2de4ece39,
fql2arhleje9kn8h8fql263fxbjf694h,Bottle bank,1,1,2,Battery bank,2,1,1,2,2,1,2,2,2,1,12,2020-07-22 15:08:01,2020-07-22 15:10:40,4ff8dd00c8,
4lnn2g12srd8g90gd4lnncg8iewntaz6,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 15:09:16,2020-07-22 15:10:38,ae07469fa3,
narlutiirjvy52epmnarlutipgr4v4d8,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 15:08:40,2020-07-22 15:10:31,c76143a550,
w1ekv05unjlbghtfkhw1ek35bkaoayc7,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,1,1,13,2020-07-22 15:07:11,2020-07-22 15:08:35,0122ddadcd,
s3fjs9tmif4d8kwwns3fjs9eh6s0uyv3,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 15:05:42,2020-07-22 15:07:44,a5b7ef83fc,
