#,glass,cardboard,type5,crisps,batteries,cartons,type4,envelopes,aerosols,wipes,plasticbottle,toothpaste,cleaningbottles,petfood,tins,Score,Start Date (UTC),,Submit Date (UTC),Network ID
k81q87eh79zml91k81qe9mpgoqjo6wqr,Bottle bank,1,1,2,Battery bank,2,1,1,2,1,1,1,1,2,1,11,2020-07-22 19:57:19,2020-07-22 20:01:43,8c75ec2703,
nenc6lbupy21qs6rowznenc6lfnr5uok,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 20:00:02,2020-07-22 20:01:31,54dffde213,
zoxrgror307kmnhaj3wzoxrp9255nsgx,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 19:56:51,2020-07-22 19:58:10,1251c090a1,
t45wavrxche014hd6t45wa9q9zrqb6qg,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 19:53:29,2020-07-22 19:55:52,83ac3396ba,
vo28xkicc2billc27vo28xf5itx3p6bm,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 19:52:04,2020-07-22 19:54:43,730b8c9765,
hih1oc2l94rdbwzfhhih1oeg6nobppz4,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 19:50:55,2020-07-22 19:52:56,d8b50c7e25,
sncf21aq4584h63sncf2kpynlx4pig6t,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 19:47:22,2020-07-22 19:48:55,3f3df1e357,
k9z4ek0hlncsbauhsu6hms5k9z4ek0ey,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 19:42:07,2020-07-22 19:44:01,b00b062f15,
pfvjtz1aqfxlxpu4rwpfvjm4qlrfqcz3,Bottle bank,1,2,1,Battery bank,1,1,1,2,2,1,1,1,2,1,11,2020-07-22 19:41:32,2020-07-22 19:43:45,f5dd62bccf,
mwera2nwa5bkv0ucawumwera2nuy9fvq,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 19:38:16,2020-07-22 19:40:16,1e70d1f3c0,
gn73ofjjm0kzhrzau1mgn73ofewbfxoi,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 19:33:36,2020-07-22 19:35:30,475cb93235,
xko2ehx32sdv29y6ecxko2ehxaz91z76,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 19:33:04,2020-07-22 19:35:03,c5b662ca34,
3ankscyrclz7xit01fjui3ankscy6rzh,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 19:30:26,2020-07-22 19:33:46,0404352a8a,
iirvhd3x5ns1kpsqeqf1u974iirvhd3x,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 19:31:06,2020-07-22 19:32:50,31260fc128,
ozhkihgh80jk1ttuu72pxozhkihgdknn,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,1,1,13,2020-07-22 19:29:36,2020-07-22 19:31:36,e0215aca4c,
n41m6prxft9hbzy6n41mztgfqez2jhxa,Bottle bank,1,1,1,Battery bank,2,1,1,1,2,1,1,1,1,1,11,2020-07-22 19:29:19,2020-07-22 19:30:55,0435e0aeb5,
x8hok3yu7nc4mdy8wx8ho0n0l9stxw17,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 19:22:12,2020-07-22 19:24:35,fc7abcc71d,
rujove1138d1f1tveruokdk9t9ywpj94,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,,14,2020-07-22 19:19:47,2020-07-22 19:21:31,765fc3ffbc,
zs6n7zsxwbx1em79z2jzs6n7ggbsztv7,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 19:16:03,2020-07-22 19:18:10,cd6b62b1ea,
yfpdl2zk05alyfpdizq9g15hssufcmcp,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 19:12:36,2020-07-22 19:14:26,a69947a084,
u05pt5czlyw0dc1kw7ektld8u05pt5y3,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 19:11:41,2020-07-22 19:13:47,eb150afae9,
jhgzlg7vu4qw5kbwjhgzhc25d5ol4a4k,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 19:08:46,2020-07-22 19:10:26,2edf15092d,
rn8r0exjyl6z0u526urrn8r0ek2n6vg9,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,2,1,2,1,13,2020-07-22 19:04:00,2020-07-22 19:06:14,e736277284,
as7166flq7ygv4aiubfas738thgikgwy,,1,1,1,Battery bank,1,1,1,1,2,1,1,1,1,1,11,2020-07-22 19:03:01,2020-07-22 19:06:12,0f334b9e82,
o49tjfiz8z6ox6f7o3so49tta1ln8tcj,Bottle bank,1,1,1,Battery bank,2,1,1,1,2,1,1,1,2,1,12,2020-07-22 18:56:29,2020-07-22 19:00:01,6226247d22,
xytwexhnjijiuxesxytwij2vzr405iaj,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 18:57:35,2020-07-22 18:59:59,4cda5540ce,
0lo4jw70z4rp8kevp2iuz0lo4ji6bnjb,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 18:56:27,2020-07-22 18:58:19,5e994fee0e,
bzwy0vcntvnh6pd9yiq6bzwy0wlqwqcj,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 18:53:45,2020-07-22 18:57:33,531a450df9,
l52rwy9193xkiga2eqq3hnkl52rwy9ic,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 18:52:46,2020-07-22 18:54:33,327f30f68b,
ky84nm1j57wn0ouhh4f6yky84n2w8w7n,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 18:52:14,2020-07-22 18:54:07,13bd370c59,
r736d2nrfq3nf0b6gir736d2ne56no4q,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 18:51:29,2020-07-22 18:53:17,7d26ff2e95,
x9dd9qijwwdfbn3eg33sx9dd9qec3kt4,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 18:50:24,2020-07-22 18:51:55,b0642d91c5,
2i3jy8l8j68d9raxsfc2i3jy85muvj6z,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 18:46:29,2020-07-22 18:49:11,99d47e7cd0,
jgrug3nzfe6us8k31jgrug30zdidearz,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,2,2,1,11,2020-07-22 18:46:19,2020-07-22 18:48:44,636da3dc52,
b9tugzzdfmf9kb6g5eeb9tugzuzmeja1,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 18:45:09,2020-07-22 18:46:39,c360848607,
7xyp421wn7bx7xyma5knwi1s4mmafuet,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-22 18:41:27,2020-07-22 18:43:41,7f538781a4,
z2ag127zdxrk1az6cu56jrqvowp9shd6,Bottle bank,1,1,2,Battery bank,1,1,1,1,1,1,1,1,2,1,13,2020-07-22 18:40:30,2020-07-22 18:42:29,edab05b59d,
prin7xglar42c444ejitn9prin7xeujo,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 18:33:53,2020-07-22 18:37:04,f47ca24097,
kk3rhbodtkascefc8ukk3rhbqndh6hef,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,1,2,1,13,2020-07-22 18:34:33,2020-07-22 18:36:07,bf49e2c698,
e72h0y8qxk2q2je72h0a2uj4edj3xrnc,Bottle bank,1,1,1,2,1,1,1,1,2,1,2,1,2,2,12,2020-07-22 18:32:01,2020-07-22 18:34:29,4ae33ac812,
m55kc96agsbtg7naynm55kc966kdu31h,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,1,1,13,2020-07-22 18:32:20,2020-07-22 18:34:10,73089c5ab0,
rfps47p8cnda8kerfpsxodpnnu1ng0a0,Bottle bank,1,1,1,Battery bank,2,1,1,1,2,1,2,1,2,1,13,2020-07-22 18:30:56,2020-07-22 18:33:56,7c54b78f07,
by3ev8gwn69vzg0p8by3ey7i0d4alq86,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,1,1,13,2020-07-22 18:32:00,2020-07-22 18:33:41,3a50da6ac9,
f78eis079qevsai7wpcf78ei7iupajis,Bottle bank,1,1,1,Battery bank,,1,1,1,1,1,1,2,,1,9,2020-07-22 18:22:32,2020-07-22 18:27:07,fe575bcec9,
mipmdis9tt5jv0bamipmf00a7m7xe2h2,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 18:24:21,2020-07-22 18:26:40,dde3f022bd,
kdx27wiq5l97s48jnkdx2y14azt4aqzb,Bottle bank,1,1,2,Battery bank,1,1,2,1,2,1,1,1,2,1,13,2020-07-22 18:21:36,2020-07-22 18:23:09,d49169661d,
v9fertkeaknk4oqsv9fe8tt0uor6qe2l,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 18:21:08,2020-07-22 18:22:47,35103bd8f5,
zssfvkfey2skabr2mizssfvkitvf3hks,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,2,1,2,1,13,2020-07-22 18:20:11,2020-07-22 18:22:01,4e9be8d9ff,
ye59sqapyb8x6z64voioye59s32u6ono,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 18:19:32,2020-07-22 18:21:29,8c9a0f3ab7,
bdmz9lnf3kqqqo0jitibdmz9ln7m98in,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,2,2,1,2,1,13,2020-07-22 18:18:45,2020-07-22 18:20:08,46786b5934,
y6welw43mxezt9a9y6wel1ed2bsxcz9o,Bottle bank,1,1,2,Battery bank,1,2,2,1,1,1,2,1,2,1,12,2020-07-22 18:13:37,2020-07-22 18:19:39,1f4f4ca358,
m06c61l3n0pfn5rk4u38xlm06c61lyo6,Bottle bank,1,2,2,Battery bank,1,2,1,2,2,1,2,2,2,1,11,2020-07-22 18:12:26,2020-07-22 18:14:04,0d50007c18,
mrylbvm44l2ro972epnntmry7x91449t,Bottle bank,1,1,2,Battery bank,1,1,2,2,1,1,2,1,2,1,12,2020-07-22 18:11:47,2020-07-22 18:13:59,423bb3f9e3,
sb4o6yhgnff367g725frsb4o6ynpw1bz,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 18:09:50,2020-07-22 18:13:04,62e840a9c6,
zypqpxbmj5aowrbltz5m45tyyzi8nrn9,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,2,1,13,2020-07-22 18:08:30,2020-07-22 18:11:19,d1df07bc1b,
ak9v0vkphwn42hxrsvak9krltxuo7lze,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,2,2,1,12,2020-07-22 18:09:12,2020-07-22 18:11:17,9a422fe66e,
3ubd1xa705tws4i3ubh9vtlw6wbyatwv,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 18:09:25,2020-07-22 18:11:07,30786216a6,
5g2wv5z8dodflzju0lf5g2wvoelb73j8,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 18:09:05,2020-07-22 18:10:56,46ca501d07,
5k8dfuhx1xvjdhac5k8df3566xa689f5,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 18:03:10,2020-07-22 18:10:30,7b93da16a2,
dnx7y1oewaqibentyuxdnx7y1l2fg67b,Bottle bank,1,1,2,Battery bank,2,1,1,2,2,1,1,1,2,1,12,2020-07-22 18:05:08,2020-07-22 18:07:07,d5a4fe0406,
zmta5ff6i0j5ighhjv8n9p2zmta5ff61,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 18:03:58,2020-07-22 18:05:08,98a660da94,
4l39as5egjkd1e24l39apnzo086wl0tc,1,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,13,2020-07-22 18:02:01,2020-07-22 18:03:38,98a660da94,
cbruzk9w8ob7yv6xse1c0cbruzrczppk,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 17:58:43,2020-07-22 18:01:44,a7d2b148fa,
rp8myilotwik5arp8mfh2gxhfk1jk3se,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 17:57:19,2020-07-22 17:59:12,7496c02ce7,
wwjqy5wgwo057shn8hwwjqybzlxh76yk,Bottle bank,1,1,1,Battery bank,1,1,1,2,1,1,1,1,2,1,11,2020-07-22 17:55:54,2020-07-22 17:58:27,bd64934854,
cib3di0e60l95240spwycib3diozofzv,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 17:55:02,2020-07-22 17:58:24,1923c8d7e9,
n1gslg1sxsldtbd10tupern1gslg1ly5,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 17:56:18,2020-07-22 17:57:31,fd8436891b,
nvmq113ay7m7sfwd4gsrnvmq1125gq5s,Bottle bank,1,1,,,,2,,1,2,1,2,1,2,1,10,2020-07-22 17:54:19,2020-07-22 17:55:42,ac9bf9162f,
hy824d4h4bnfmig9hy824d4wuc5okzi5,Bottle bank,1,1,1,Battery bank,1,1,1,1,1,1,1,1,1,1,11,2020-07-22 17:52:35,2020-07-22 17:55:03,fd8436891b,
qqlkf8dqopqaks9oqql3bq0nbv4l7osb,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 17:53:23,2020-07-22 17:54:56,5a80b77131,
0px38vvysntwtu150px38bcru0t51mah,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 17:52:25,2020-07-22 17:54:18,0f87bbe3b5,
xagjyndbowrecxagjthxz907vspt6fjn,Bottle bank,1,1,2,Battery bank,2,2,2,2,2,1,1,1,2,1,10,2020-07-22 17:48:44,2020-07-22 17:51:30,37800c967c,
16rtizau330885y5cf16rtizzj6yokxu,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-22 17:48:49,2020-07-22 17:50:48,909b84b9fe,
5gtg0pbwknn98jsoh5gtby7a2ww0a594,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 17:48:15,2020-07-22 17:50:47,1341c23403,
p3pkf9q0g33zadmbp3pb10n4ouv4tzrx,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 17:48:53,2020-07-22 17:50:24,2bfa799e5d,
zf14sblzsarszie2be3zf14z015cdpq5,1,1,2,2,Battery bank,1,2,1,2,1,1,2,2,2,2,8,2020-07-22 17:43:26,2020-07-22 17:45:17,00013fea88,
hand2kg58nfbcfnac1gkhan9q2kyylb2,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 17:43:55,2020-07-22 17:45:15,c1a82c2232,
ijvzlxro3o5q7kab832a65ijvzlx6tbb,Bottle bank,1,1,1,Battery bank,1,1,1,2,1,1,2,1,1,1,11,2020-07-22 17:42:43,2020-07-22 17:44:59,fa68ec5572,
9gtze26xrb6qslfxafhag9gtze26ju8m,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 17:41:48,2020-07-22 17:44:14,8f8fd0ccb5,
6ku3zh698bnta4bj0lnmptkw6ku35j9n,Bottle bank,1,1,2,Battery bank,1,1,2,1,2,1,1,1,2,1,13,2020-07-22 17:41:26,2020-07-22 17:43:02,b76ed92d36,
kwgtfyeqcw9ju4437kwgtsayxcxis9dm,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 17:40:14,2020-07-22 17:42:06,c98daab10d,
pxbhxse6sk0u9mkvc9epxbhr6n9zoyig,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 17:39:43,2020-07-22 17:41:31,5a1f1973e4,
9it0mdn9pihp6hobfgg9it0mdnpvzkki,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,2,1,13,2020-07-22 17:38:14,2020-07-22 17:39:50,d5fc2ff6f6,
4pph0l9p3g6qny1015ez4pph05ntymjb,Bottle bank,1,1,1,Battery bank,2,1,1,1,2,1,2,1,2,1,13,2020-07-22 17:37:46,2020-07-22 17:39:31,44f4153a39,
wzyof96rbp5wurznlfw8wzyof96rb4n8,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 17:35:56,2020-07-22 17:38:23,a77fa3bb41,
2a50h4ja9ar92a51s7ly9upv9w2lajcc,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 17:35:34,2020-07-22 17:37:22,cb9b8be336,
9e8ph4wx8md4zdvxg9e82r5u7bfnle06,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,2,2,1,12,2020-07-22 17:34:31,2020-07-22 17:35:45,fb14b6be7d,
lhfo3zz00b0nn6rdjhlhfo3z8cj897qa,Bottle bank,1,1,2,Battery bank,1,2,1,1,1,1,1,1,2,1,12,2020-07-22 17:31:40,2020-07-22 17:34:24,7af41f957d,
96bvrzqbhjmga896bvri97oolh244aen,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 17:32:04,2020-07-22 17:33:54,e63c5f6801,
zvq5hyohijbmjwvyazvq5hlch7z0a6v7,Bottle bank,1,2,2,Battery bank,1,1,1,2,2,1,2,1,2,1,13,2020-07-22 17:30:53,2020-07-22 17:32:50,c880e7540b,
w85hh7ruikge30etuafvrw85hh7qjeoo,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 17:30:55,2020-07-22 17:32:31,939dddfce9,
bkrzqqcsdcrk2b788b3bkrzqqcqkipby,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,2,2,1,11,2020-07-22 17:29:08,2020-07-22 17:31:42,58ed12f625,
yp3lbnpcvclesf5v19e4c7yp3lbnp4y7,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 17:28:47,2020-07-22 17:30:22,875af690bb,
rz19uiv4kitfwrz19to4bib3q65i90dw,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 17:28:14,2020-07-22 17:29:58,2b54152f0b,
2r6p2m8dqsf192r6pi521wdcmrc5lmd0,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 17:24:30,2020-07-22 17:26:34,5dcd218522,
6479ytmsltj3rpdc6479goroqlvmepor,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 17:21:45,2020-07-22 17:24:56,d5a2d63577,
ng4g4ups7uaphng4g4rgsk1p8udwi9ts,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 17:22:34,2020-07-22 17:24:55,171ac4941a,
qxw8liph63mdw9mlqxw8lfjf3of6a8vm,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-22 17:19:43,2020-07-22 17:22:34,ffdc9e5952,
y3rmohzk4vczskb4r87ly3rmohzrowlg,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 17:20:12,2020-07-22 17:22:24,f444f0bfcc,
r65sq3l3pkcxp3x2lrmr65sq32vnx0ya,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 17:17:51,2020-07-22 17:20:14,50a4345e95,
76kr66yuemp3108a5t1t76kr6o2rzl7j,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,2,2,1,13,2020-07-22 17:17:47,2020-07-22 17:20:06,95bf7a6708,
8qbtyehfyzndona8cyre8qbti15fiplq,Bottle bank,1,2,1,Battery bank,1,1,1,1,2,1,1,1,2,1,12,2020-07-22 17:15:09,2020-07-22 17:18:29,ef02d32208,
fa6rxeetvr0o1rihg7fa6rxe36cgckw6,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,2,1,2,1,13,2020-07-22 17:12:37,2020-07-22 17:14:20,977f4dfe2e,
lt19gyh1fuzmgrlt0xliz6j9hc4gg4p0,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 17:08:07,2020-07-22 17:10:03,a0796eb687,
j8nsxbvhn9jheem7p5cd8muj8nsxb8qs,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,1,1,13,2020-07-22 17:06:34,2020-07-22 17:08:41,e9b6bf1b82,
mablnddync8xdan69jumablnx0sj988t,Bottle bank,1,2,2,Battery bank,1,2,2,1,2,1,2,1,1,1,11,2020-07-22 17:05:12,2020-07-22 17:07:27,5bb755c541,
buy2ykjgk3acqy7a0019mbuy2y7f3wcq,Bottle bank,1,2,2,Battery bank,1,1,1,2,2,1,2,1,1,1,12,2020-07-22 17:02:49,2020-07-22 17:05:29,e5354641f9,
1r7ij7tc26e5ec61r7i4w5pqvsljtcsf,Bottle bank,1,1,1,Battery bank,2,1,1,2,2,1,2,1,1,1,11,2020-07-22 17:02:28,2020-07-22 17:04:38,1d4130688f,
bd8cc2sgi9y40s2vbdl7dpw2xlaahyz5,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 17:01:20,2020-07-22 17:03:30,a26bd965fd,
qikp3oelduwpni4klfb17yxyqikp3pfv,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 17:00:44,2020-07-22 17:02:12,a64253d002,
pj1eb77py7sbjid12fpj1e6eum1ldfv4,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:57:39,2020-07-22 17:02:12,85d497effe,
273lrc87z01skupy273l3si5filiv6p4,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 16:57:41,2020-07-22 17:01:06,fbf9e727d8,
vuc3j19eiijkbfzjhu92vuc3j19owg5e,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,2,1,1,10,2020-07-22 16:59:24,2020-07-22 17:00:47,d6d88fe8cc,
qzjmkjx1gp1jmer018qzjmkjxxwahbem,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 16:57:19,2020-07-22 17:00:31,495fae7f93,
91avoavoq6yld3xw91avoav7rmxz0his,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:56:52,2020-07-22 16:59:33,57afe8b99e,
iglv4tehms6068gqiglv4829ok8yj106,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,1,2,1,13,2020-07-22 16:54:41,2020-07-22 16:56:30,9521b79798,
pdr6uqj48sujbkylzpdr6uuky4ogo2tn,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 16:52:41,2020-07-22 16:55:49,228e565fa1,
7euaqu2n3ajshv6rir77euaqu2mmbjuk,Bottle bank,1,1,2,Battery bank,1,2,2,1,2,1,1,1,2,1,12,2020-07-22 16:54:15,2020-07-22 16:55:49,cf8e30c085,
zpq7cux64cu5cwzpq7cu7ps5c1onmvi9,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-22 16:53:52,2020-07-22 16:55:28,ef54e2022a,
46u56h75rat2u5g46u56owa90a89uyu9,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:54:03,2020-07-22 16:55:16,ee8810e36d,
zn9kndsn9g3vz6zswe2zn9knibnwu1ae,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:52:28,2020-07-22 16:54:11,1923c8d7e9,
rpelwkqnslcqsx2glj0rpelwkbw3l876,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-22 16:52:50,2020-07-22 16:54:11,58ed12f625,
agff0gx0n2zyed0d9agff0npr0ajtzm4,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,2,14,2020-07-22 16:51:50,2020-07-22 16:53:45,ee8810e36d,
ys290oezlgr2z2ys290d6o95mtr6ewjr,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:49:32,2020-07-22 16:53:24,6d8db05d5e,
9cgb8j304mv6s19u5rym9cgb8j30xw4g,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,2,2,2,1,12,2020-07-22 16:51:29,2020-07-22 16:52:39,58ed12f625,
mbqwvschz9vg1dmbqhh82xdnkbu5hruo,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:48:55,2020-07-22 16:50:18,4ef76268b1,
r9g3w8nc3afx9qzzlmrx4nr9g3w8nt9c,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 16:48:02,2020-07-22 16:49:33,36c3fe8ddc,
rbura3aac7yllid4mdrburcs7aq6xlf5,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:46:55,2020-07-22 16:48:44,dec3a61069,
1aofpe7o2969any9z71aofp7o8f9484d,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,2,2,2,1,12,2020-07-22 16:45:25,2020-07-22 16:47:28,587ce01a9f,
x3uwz2lwg6unkke2x3uwz26ex2x6fnv6,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-07-22 16:44:58,2020-07-22 16:46:39,b9a2e96518,
37swnl5uvfqj6tuji37swnl5ukzy5m87,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-22 16:43:41,2020-07-22 16:45:57,9fe2845690,
nu8dt0at4q6496bx4xnu8pboryljkj3k,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-22 16:43:27,2020-07-22 16:44:34,ead70c005c,
rktxefxc6nh9ba8mvgrktxeok9yv9zi2,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-22 16:40:23,2020-07-22 16:42:03,ecb3682f2c,
gt3j7tflvjbmde9d120edlgt3jwxsra9,Bottle bank,1,1,,Battery bank,1,1,1,2,,1,2,1,2,1,12,2020-07-22 16:39:42,2020-07-22 16:41:37,5454fcad84,
u074aiafxsun2ln9u074ag595dt5m9nx,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-07-22 16:39:06,2020-07-22 16:41:01,35cecdc97a,
