#,glass,cardboard,type5,crisps,batteries,cartons,type4,envelopes,aerosols,wipes,plasticbottle,toothpaste,cleaningbottles,petfood,tins,Score,Start Date (UTC),,Submit Date (UTC),Network ID
7r8swvofmx329ilch7r8syil4pvm3p28,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,1,1,1,12,2020-07-10 08:26:21,,2020-07-10 08:28:48,077a02e726
u1b0uyvfgyqpjyfh1zu1b0u9ret6xqm2,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-10 07:49:52,,2020-07-10 07:51:13,d5c2b37082
j2t9bzb6aezs8e7j2t9b93md825rkrm7,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,1,1,2,1,12,2020-07-10 07:47:39,,2020-07-10 07:49:35,d5c2b37082
a8jdka6gfycu5z42rr9dngva8jdkah20,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-10 03:32:00,,2020-07-10 03:35:08,298c0e0384
jawjonuk2uto8memgcjawjonuk2e574v,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-10 03:27:43,,2020-07-10 03:30:41,298c0e0384
pnoxod3naja2v4zk02489pnoxoosqbp6,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,1,2,1,1,10,2020-07-09 20:34:05,,2020-07-09 20:37:25,126abe483c
9361nxnr87p6dqwdz9361nxnjtvic58x,Bottle bank,1,1,2,Battery bank,1,2,2,1,2,1,1,1,1,1,11,2020-07-09 20:31:02,,2020-07-09 20:34:01,963379d37b
89u8vefql7hwsmk6fy89u8v8j88q6l39,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-09 20:18:21,,2020-07-09 20:20:15,28b640fc17
6byl9qm4ols870jl6byl9qb12d2cc9aj,Bottle bank,1,1,2,Battery bank,2,1,1,2,2,1,2,2,2,1,12,2020-07-09 20:12:04,,2020-07-09 20:14:28,933e715eba
4izw5f4464pt03xenon04izw5fyvx0b0,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,2,2,1,12,2020-07-09 17:53:21,,2020-07-09 19:05:33,c776921d4e
y8lrt68eyao9uvwxbnly8lrt6nv1fbkk,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-09 18:43:27,,2020-07-09 18:45:16,2d042b1cd4
lzivgypxh4az49gdlziv3jzd7i42qrpi,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-09 18:41:46,,2020-07-09 18:43:12,d88fafd44a
apo3i3leuryrb48fl6apo31fqyb0te73,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,2,1,13,2020-07-09 18:29:19,,2020-07-09 18:31:44,3c9d5c692c
gi5d84mnfgcxqs751m0gi5d8gyb08xro,Bottle bank,1,1,1,Battery bank,2,2,1,1,2,1,2,1,2,1,12,2020-07-09 18:02:41,,2020-07-09 18:05:07,658562ac4d
50g6biums0z2jn8ry5o2k750g6bhhsub,1,,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,13,2020-07-09 17:10:56,,2020-07-09 17:13:00,c810d4a27f
oaaq8ocz67b3rdus0e0oaaq85e5jan45,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-07-09 16:54:33,,2020-07-09 16:57:15,13074c5941
0naklid6g0w51dm5na8y0nakoucbdvqo,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,2,1,13,2020-07-09 16:42:23,,2020-07-09 16:44:24,774ada3166
txvyup1vxbs8ui2z3avtxvyukd08bmww,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-09 16:19:29,,2020-07-09 16:23:25,2533297842
673d9id505yi8uss673dgj3khxqphhwb,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-09 16:20:33,,2020-07-09 16:22:15,7e0f6274eb
qw7ibn45t33kq7p6rqw7ibn49td9tm4s,1,1,2,2,Battery bank,1,2,1,1,2,1,2,1,2,1,12,2020-07-09 16:07:27,,2020-07-09 16:11:57,d81f11c96c
da98r2sgu21fp4v1r5da980jd3k8xpz8,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-07-09 16:06:10,,2020-07-09 16:07:46,ea1b1b3884
0r4o9gq61job3tlcl1tjzs0r4o9gqkbb,Bottle bank,1,1,2,Battery bank,1,1,2,1,2,1,1,1,2,1,13,2020-07-09 16:00:28,,2020-07-09 16:02:20,8608144270
9swtmhv5v17d7ubgkjfq9swtmhvhbdy5,Bottle bank,,2,2,Battery bank,2,1,1,2,2,1,1,1,2,1,10,2020-07-09 15:56:50,,2020-07-09 16:01:46,f75a81207b
s7u5l5eyop77a9zxl05s7u5l5eyxtinx,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-09 15:56:31,,2020-07-09 15:57:53,33a5d63939
9a8e9kt14787e5k9a8ca8q2oabf3kgr2,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-07-09 15:51:55,,2020-07-09 15:53:52,3512044d8c
a2pseggidxii1hsfskxumga2pseoszdx,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,1,2,1,1,11,2020-07-09 15:49:33,,2020-07-09 15:52:43,3073c56842
44ys7is6hnr8thvvb644ys7gyaq4nczd,Bottle bank,1,2,1,Battery bank,1,2,1,2,2,1,1,1,1,1,9,2020-07-09 15:49:18,,2020-07-09 15:51:26,c48a0cfaf4
9297lorndc0t40mw9297lexnzdf74ir2,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-07-09 15:47:09,,2020-07-09 15:48:41,ffe9b07cfc
72s3tkir13w0hpak72s3lg3ga2s2efzo,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-09 15:46:19,,2020-07-09 15:47:59,aff0135d6c
465vucmkgettsimg465v8t6m7wxqzmd9,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,1,1,2,1,12,2020-07-06 12:04:57,,2020-07-06 12:06:39,a2dc74288a
xdwwz27adcdxjxdwwzueosrh2n7gja8q,Bottle bank,1,1,2,Battery bank,1,1,1,2,1,1,1,1,2,1,12,2020-07-06 08:50:55,,2020-07-06 08:53:07,1adc443655
2tr1ygxd5yi4p5i12tr1ygxdmp10okgz,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-03 17:40:59,,2020-07-03 17:42:51,2e1ab6d045
1p8sy2rprlef84qe1p8pylbrxm09dnmk,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,2,2,1,13,2020-07-03 12:42:11,,2020-07-03 12:44:06,d5c6a026de
zemgjdceaike61wqogzemgjuteh2vt34,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-03 11:17:31,,2020-07-03 11:19:04,98ee86b99b
0ml9ms5fab0lnk4n7bt0ml9mdva18sme,Bottle bank,1,1,2,,2,2,1,,2,2,2,2,2,1,9,2020-07-03 10:35:46,,2020-07-03 10:41:35,0166c4592f
ve3n2saus70lapwldfqve3do282cf2gn,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,1,1,2,1,12,2020-07-03 09:59:22,,2020-07-03 10:01:26,d8f8d420c8
82wb671x0aiw0xnk82wbyhxwk8yie1rc,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,1,1,1,1,11,2020-07-03 09:14:44,,2020-07-03 09:16:24,c70bc4bc8b
d2m99nxpmvsg30nd2m9aeovz8l7isvbt,Bottle bank,1,2,2,Battery bank,2,2,1,1,2,1,2,1,1,1,11,2020-07-03 07:15:20,,2020-07-03 07:17:37,14a48d974d
fln2kb9f9cpf0qr4o4k9fln2kb9k16yv,Bottle bank,1,1,2,Battery bank,2,1,1,2,2,1,2,2,2,1,12,2020-07-02 21:21:54,,2020-07-02 21:23:59,0e44e6f2e5
ure34lgjbii8cure3w8dz49hrgl8frnl,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-02 20:39:04,,2020-07-02 20:40:51,2e8148da81
60ftuubq63mkzd90lsuz60ftcbw0x8gq,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-07-02 19:42:44,,2020-07-02 19:44:24,54d62e4f3e
f338cqbm7c7e8x0a9o28mjf338cx60jp,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-07-02 19:19:08,,2020-07-02 19:20:45,a6c017fdde
ls20xf0ae4aehm3ebck4nls20xf0sj19,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-02 17:47:43,,2020-07-02 17:49:25,e2e68a2498
zkvqajen3kn4h6mzkvrwpwida50csa3i,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,2,2,1,13,2020-07-02 17:45:31,,2020-07-02 17:48:16,a3cc83e99d
b3vm3xqj9i5l2rh5mqb3vmbgf1ozij2n,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,1,2,11,2020-07-02 17:22:27,,2020-07-02 17:24:25,af140ca96e
ke4xsixz982iawke4xoda3l4waczv88q,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-02 17:21:19,,2020-07-02 17:22:58,fd7743763d
vw668421fg4x9ovw668z78kiqm9y42c6,Bottle bank,1,1,2,Battery bank,1,1,1,1,1,1,1,1,1,1,12,2020-07-02 17:18:19,,2020-07-02 17:21:07,57e05dd741
wrllzmiunhr0rxwwrllzbob6pdxduq6k,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-02 17:17:52,,2020-07-02 17:19:43,010df7d09e
qevu8wbyqxog63pqevurg0genlh3rl1w,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,1,1,13,2020-07-02 17:12:06,,2020-07-02 17:14:43,c4bc927599
rqw9v202hodo8frqwkwl48rgjmffejcp,Bottle bank,1,2,1,Battery bank,1,1,1,2,2,1,1,1,1,1,10,2020-07-02 16:44:52,,2020-07-02 16:46:54,f302e3233a
s7e2ukclqzzx7n0ympxs7e2ukcmqr7s3,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,1,1,2,1,12,2020-07-02 16:35:33,,2020-07-02 16:36:57,df30ddad5a
qtlyj67drrgkxn9k06qtlyj6c41ghvau,1,1,1,2,Battery bank,2,2,2,2,2,2,2,1,2,1,9,2020-07-02 16:11:18,,2020-07-02 16:13:29,5c0814d792
a8qzqvxh1nxbk8hjus2ea8qzqvx5vgjn,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,1,1,13,2020-07-02 16:08:32,,2020-07-02 16:10:30,d987952465
16ppbmi1pdg7hfb588l16ppp0we2502b,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-07-02 16:05:40,,2020-07-02 16:06:50,ba71086a1d
vyc3fui7f7csp8okfej7auvyc3fuijyu,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,1,1,1,1,11,2020-07-02 16:03:22,,2020-07-02 16:05:06,ba71086a1d
y2hl8hw6m5y9o00dqn3y2hl8hg678tao,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,1,2,2,1,11,2020-07-02 16:01:50,,2020-07-02 16:04:22,9483f75e1b
83z8pt8n4k3zg3o25w83z8ppqtit080q,Bottle bank,1,2,2,Battery bank,1,2,1,1,2,1,2,1,2,1,13,2020-07-02 15:58:40,,2020-07-02 16:00:53,280c963bf6
kbgpwpczmlr3v7967t7kbgpwpt8pg2gh,Bottle bank,1,1,2,Battery bank,1,1,2,1,2,1,2,2,2,1,13,2020-07-02 15:51:31,,2020-07-02 15:53:05,ded98636d6
mp33adgfhopdefqh7zmp3zapjfzpeb1s,Bottle bank,1,1,2,Battery bank,1,1,2,1,2,1,1,1,2,1,13,2020-06-30 20:50:03,,2020-06-30 20:53:06,35a3d45779
qgg2t2anu5stwuoeqgg2t2nf5ksxb9l7,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-30 10:12:03,,2020-06-30 10:13:54,d8861642aa
u8bq9dmg17tbj1mja9uznu8bq9d80wfe,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,1,1,14,2020-06-30 09:21:30,,2020-06-30 09:24:46,32e7d93792
uzsr4q0dfc0c4cb97zh4uzsr4q0iwxrj,Bottle bank,1,2,2,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-06-30 08:05:13,,2020-06-30 08:06:49,99de307cf9
im73mzfngvu4de037qsim73mj9q21yfy,Bottle bank,1,1,2,Battery bank,2,1,1,2,2,1,2,2,2,1,12,2020-06-28 13:26:26,,2020-06-28 13:28:19,0edfa13700
f3b5d3qrubhk3mr9kxf3bhjp0d2nn7g6,1,2,2,1,1,2,2,2,1,1,1,1,2,2,1,4,2020-06-28 07:11:34,,2020-06-28 07:12:37,8456d77ec5
2fcl08sgodqy82fclgi1wxf85uok1xgi,Bottle bank,1,1,2,Battery bank,1,2,1,2,1,2,2,2,2,1,10,2020-06-28 07:07:28,,2020-06-28 07:10:02,8456d77ec5
hbya5tzd92qplub4duhhjhbya5t36hao,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-27 11:18:30,,2020-06-27 11:20:02,7f150994ec
eoa5pw6ycxloymqltxeoa5pwnv6d7cyw,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-06-27 09:12:05,,2020-06-27 09:14:40,fbf84aa8de
w2hz26jiwkxt142w2huo7pkdwruw6oz3,Bottle bank,1,2,2,Battery bank,2,1,1,2,2,1,2,1,2,1,12,2020-06-26 21:49:25,,2020-06-26 21:51:46,d535042dd1
n8fgemnfymhzu4jlbr6n8fgem3ccbmro,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,1,1,13,2020-06-26 14:03:28,,2020-06-26 14:05:32,a6157d5d21
bq9tza3s6g0ksmcgabq99y6dg1j9u54k,1,1,1,2,Battery bank,1,1,1,2,2,1,2,2,2,1,12,2020-06-26 11:57:48,,2020-06-26 12:01:06,15b8340435
n98xr8w0b0s3hdxlmid3n98xr8foblwp,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,2,1,13,2020-06-26 08:54:08,,2020-06-26 08:56:13,5dfafc87a1
oxf9cjzh79zlug4w7qoxf9qmkw1fhmau,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,2,1,1,11,2020-06-26 07:58:54,,2020-06-26 08:01:15,798edd15a0
04p62h094h8c93nk604p62hek3uhwhce,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,1,1,1,1,11,2020-06-26 07:05:13,,2020-06-26 07:08:00,5e3f1b295a
ttmz1a1o2jepttmby4ytfmzk1m937iv3,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-06-26 04:41:37,,2020-06-26 04:43:27,395c7f29fb
vg3z4y9a2jcrx4pkvg3zdlg339m91npo,Bottle bank,1,1,2,Battery bank,2,2,1,2,2,1,2,2,1,2,9,2020-06-26 04:38:57,,2020-06-26 04:40:48,395c7f29fb
qr4zknxhb5f0h4iu1qr4zkf61ec4ov4r,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,2,2,1,12,2020-06-25 21:21:22,,2020-06-25 21:24:47,2a93efe75a
r66ctbr25xnez4gmr66mf7vrovjbeeza,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-25 18:46:19,,2020-06-25 18:48:42,5dd674ea08
j2j8r66vh99w4fc1oyj2jbfry1451g08,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-25 17:54:34,,2020-06-25 17:56:33,2a211817c4
i1z17rohj525ot8mi1z17rqy7ub00yir,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,2,1,14,2020-06-25 16:59:39,,2020-06-25 17:03:01,955c7eb96a
v3yl7caq5zlrosvyic788jv3yl7cadig,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,2,1,1,1,13,2020-06-25 16:54:04,,2020-06-25 16:55:55,ac59b9495c
ja3b5791xiow5yilrja3ba9zm5vu2kdd,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,1,1,2,1,12,2020-06-25 16:35:42,,2020-06-25 16:37:35,aee379ea4e
nhzom69416y0794cfjwnhzom694pvhfz,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-25 16:27:48,,2020-06-25 16:29:52,144722982e
ymrzjl9ubali3dv1q4ymrw4orik5p0tc,Bottle bank,1,1,1,2,2,2,1,1,2,1,2,1,1,1,10,2020-06-25 16:17:44,,2020-06-25 16:19:42,6aeb5be8f3
wmwxffv6x8yeaded6kyeuwmwxfabp0nq,Bottle bank,1,1,1,2,1,2,1,1,2,1,2,1,2,1,12,2020-06-24 17:51:19,,2020-06-24 17:53:51,048d79d4ec
sj6vxwqaz4yhdtw4msj6vx41283peiyo,Bottle bank,1,1,1,Battery bank,1,1,1,2,2,1,2,1,2,1,13,2020-06-23 20:15:15,,2020-06-23 20:16:56,ad5889f3f2
anl41m4ok6c9i74ha5zanl41m4z78uak,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-23 07:20:21,,2020-06-23 07:22:05,b606a97ccc
ubvubhxchd0gpa56yjgf0ubvubh5cbrr,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,1,2,1,1,10,2020-06-23 06:56:39,,2020-06-23 06:58:05,2434304dfa
2xc1w8d6q5pdcvtk2xcotjznrd1hjuec,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-21 14:00:10,,2020-06-21 14:02:19,3d16aacdc7
u4125bk32kk29a70jjaxau4125bkit55,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-06-21 09:57:34,,2020-06-21 09:59:31,6dac583a1a
aoof61dsx96uaoof6om2tiqh8kwhxaao,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-20 10:06:58,,2020-06-20 10:08:20,f1a18a5ed6
ni9o5s2nx4gluskd3xbjwni9o5co418h,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-19 20:04:18,,2020-06-19 20:05:44,232f15a908
w4uh1teswo1nlt99m2aayw4uh1ta5rsy,Bottle bank,1,2,2,Battery bank,1,1,1,2,1,1,1,1,1,1,10,2020-06-19 14:03:23,,2020-06-19 14:05:18,6f832b5f7f
d7qglohygst0yoydid7qglohyqaxkvbb,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-19 13:16:24,,2020-06-19 13:17:50,153104576e
ebigdab68m7akpaoirebig0mk47xo4h0,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-06-19 13:02:49,,2020-06-19 13:05:23,12aebd8aec
egytmnzg3v6qz7d1x7gegytmtw3j66fi,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,2,1,14,2020-06-19 12:50:50,,2020-06-19 12:53:26,12aebd8aec
6ndurhsua3rmjrf8e6ndur2leulwbjc4,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-06-19 12:44:48,,2020-06-19 12:46:42,e73db34bd7
pd7z75rjiymsv9qlo9npd7z75rj2nh2s,1,1,1,2,Battery bank,1,2,2,2,2,1,2,1,2,1,11,2020-06-19 11:22:41,,2020-06-19 11:24:26,3f112853ea
led6i79dnor8p9led6ajvpgp17h0jog0,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-19 10:59:55,,2020-06-19 11:01:25,44da6c361b
n5lxfnyfy6endmn5l4mpewhqafgwhv9k,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,1,1,13,2020-06-19 10:47:42,,2020-06-19 10:50:13,20d3727c8f
d8hqcc1hc0rbjaed8hqz3q6wpd88z65j,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-19 10:12:25,,2020-06-19 10:15:53,4e9a1845c1
rxfxzpeom89kacs8dl0rxfxzp1vq1ikr,Bottle bank,1,1,2,Battery bank,2,2,1,1,2,1,1,1,2,1,12,2020-06-19 10:12:05,,2020-06-19 10:14:10,fa0d247574
xcqumxu0u7h2asxcqujncinoco3h2ilr,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-19 09:41:01,,2020-06-19 09:42:54,b94bf09ac6
zofr42r2bxvi9aqqyl8zofr4yov35cw8,Bottle bank,1,2,2,Battery bank,1,1,1,2,2,1,1,2,2,1,11,2020-06-19 08:34:38,,2020-06-19 08:36:33,c1c578cd32
zpkhoe3jvtsjxxk3qwzpkhu9aj02c51h,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,2,1,2,1,14,2020-06-19 08:30:25,,2020-06-19 08:31:45,ed41b94c95
0fvq6l4dtcqhxtnjip0fvxc8ly1eshjb,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,1,1,12,2020-06-19 08:11:38,,2020-06-19 08:14:42,ae07469fa3
ib927fanmxfx9g88mz65dtib927fanmv,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,1,1,1,2,10,2020-06-19 07:42:37,,2020-06-19 07:44:39,89e13ccae4
0h0984vfp9uqbs2r1lc0h0986elyrl98,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,2,2,1,12,2020-06-19 07:37:15,,2020-06-19 07:39:12,d3b6e5bf1f
dd8kf2v88w0ix47uahadjcdd8kfn1vlz,Bottle bank,1,2,2,Battery bank,2,1,2,2,2,1,1,1,2,1,10,2020-06-19 07:31:19,,2020-06-19 07:32:46,f158b35ff6
kzts0tfdrnq3etnl7kzts08nc8619pm1,Bottle bank,1,1,2,Battery bank,1,2,2,2,2,1,1,1,1,1,10,2020-06-19 06:39:03,,2020-06-19 06:41:13,652bb9e771
2ae3vbzyr68wpqoel55f2ae3vdamvkqg,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-19 06:19:45,,2020-06-19 06:21:00,74da83a772
87t0lam87zelovmygp87t0lv7pvvogou,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-06-19 00:12:15,,2020-06-19 00:14:14,7ddba7a2ba
2vakkzxz64orv5dza2vakfci62atdo84,Bottle bank,1,1,1,Battery bank,1,1,1,1,2,1,1,1,2,1,13,2020-06-18 22:48:01,,2020-06-18 22:49:27,e89f6f526f
jw3i1624332rx8js84tjw3i1mf7l4u78,Bottle bank,1,1,2,Battery bank,2,1,1,1,2,1,1,1,2,1,13,2020-06-18 20:27:30,,2020-06-18 20:29:35,3641afd660
nwz2cmfd2zy99612xynwz2cmfjpmew7e,Bottle bank,1,1,2,Battery bank,1,1,1,2,2,1,2,1,1,1,13,2020-06-18 19:32:28,,2020-06-18 19:34:18,660360628e
o336xhn4ba7wkpo336xhsm1uxa3tsszy,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,2,1,13,2020-06-18 19:30:25,,2020-06-18 19:32:43,028d56ed1d
58svujmj6aij4a58svu4m3emihe6nw52,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-06-18 19:30:33,,2020-06-18 19:32:42,52388d7dd5
w2cbrgx14ecbswf60yw2cbrgvrk6hof6,Bottle bank,1,2,1,Battery bank,1,1,1,1,2,1,1,2,2,1,11,2020-06-18 19:21:08,,2020-06-18 19:23:41,94297593b9
e2cc5mfjo5x2f84o5e2cc55uw9i4ogwr,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,1,1,2,1,13,2020-06-18 19:10:44,,2020-06-18 19:12:38,ece85dad65
55vfd831ycnqjwrbx155vfd83ydbwcsw,Bottle bank,1,1,2,Battery bank,1,2,1,2,2,1,2,1,2,1,13,2020-06-18 18:26:06,,2020-06-18 18:28:20,269825b91b
k3fok906cq66jg18oyyfxk3fokgmdngt,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-18 17:46:36,,2020-06-18 17:47:35,12e77bc0d5
2vyejsnfh01plbedqiizihiv2vyejsnl,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,2,2,1,14,2020-06-18 17:35:38,,2020-06-18 17:39:04,f04a9f7c27
61xdmo2dp3oyesop4l8261xdcafke7do,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-18 17:34:23,,2020-06-18 17:35:57,076b46a32f
usw0xht6blzrn7hzusw95zqovu52oodk,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,1,1,13,2020-06-18 17:32:31,,2020-06-18 17:33:57,897419899f
2xcvnyskhefj0bj0782xcaukyssqb21r,Bottle bank,1,1,1,Battery bank,1,2,1,1,2,1,2,1,2,1,13,2020-06-18 17:12:57,,2020-06-18 17:14:53,4a0f1f381c
01fl2te2hf37midc01fj13ferzzwwey9,Bottle bank,1,1,1,Battery bank,2,1,1,2,2,2,2,1,2,1,11,2020-06-18 17:02:15,,2020-06-18 17:03:49,90be170333
41cotmry53e8wgt3i941co259y618iu2,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,1,1,2,1,14,2020-06-18 17:00:50,,2020-06-18 17:02:39,046fab98d8
dqthw5banp4prdadqthw5wpe5i9vxrv0,Bottle bank,1,1,2,Battery bank,2,1,1,2,2,1,1,2,1,2,9,2020-06-18 16:59:33,,2020-06-18 17:01:50,90be170333
9fduj3j1kjzkbh98ti09fx5i0sfsw7a5,Bottle bank,1,1,2,Battery bank,1,2,1,1,2,1,2,1,2,1,14,2020-06-18 16:57:03,,2020-06-18 16:59:11,90be170333
mnf9atui5llhv5sbmnf9attsec4x0awc,1,1,2,1,Battery bank,1,1,1,2,1,1,1,2,1,1,7,2020-06-18 16:42:59,,2020-06-18 16:47:26,6f1d309478
9fde6nrk2x2b4a2jju9fde6dq75ekb9y,Bottle bank,1,1,2,Battery bank,2,2,1,2,2,1,1,2,1,2,8,2020-06-18 16:30:28,,2020-06-18 16:32:37,28c7f3ee81
1j397t3ikynk6xln15nmjq91j397t3le,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-18 16:20:34,,2020-06-18 16:22:32,c8003872a2
6ije1dhf18cp71amfag6ije1dh1iji42,Bottle bank,2,1,1,Battery bank,1,1,1,1,1,1,1,1,1,1,10,2020-06-18 16:05:10,,2020-06-18 16:07:30,f25e5931e8
ho20qt7gnjg8hntdlho20k9nysmiyzso,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-18 16:04:13,,2020-06-18 16:06:07,a3584393a8
jyzi0ww32fwqs5rt6t54p99yfjyzi0wl,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-18 16:03:52,,2020-06-18 16:05:18,c95fecdfa2
cbv1pmxljmxushqa6lgazbcbv1pmvjnc,Bottle bank,1,1,2,Battery bank,1,1,1,1,2,1,2,1,2,1,15,2020-06-18 15:59:13,,2020-06-18 16:00:28,0b9ca62274
